symbol,date,price
ETH,Feb 28 2019,136.28
ETH,Feb 27 2019,138.03
ETH,Feb 26 2019,139.65
ETH,Feb 25 2019,135.50
ETH,Feb 24 2019,158.90
ETH,Feb 23 2019,148.68
ETH,Feb 22 2019,146.07
ETH,Feb 21 2019,149.35
ETH,Feb 20 2019,145.17
ETH,Feb 19 2019,146.40
ETH,Feb 18 2019,133.03
ETH,Feb 17 2019,123.18
ETH,Feb 16 2019,122.40
ETH,Feb 15 2019,121.45
ETH,Feb 14 2019,122.42
ETH,Feb 13 2019,122.54
ETH,Feb 12 2019,121.18
ETH,Feb 11 2019,124.87
ETH,Feb 10 2019,119.41
ETH,Feb 09 2019,119.21
ETH,Feb 08 2019,104.65
ETH,Feb 07 2019,104.84
ETH,Feb 06 2019,107.57
ETH,Feb 05 2019,107.63
ETH,Feb 04 2019,107.63
ETH,Feb 03 2019,110.49
ETH,Feb 02 2019,107.47
ETH,Feb 01 2019,107.15
ETH,Jan 31 2019,108.90
ETH,Jan 30 2019,105.41
ETH,Jan 29 2019,106.72
ETH,Jan 28 2019,113.29
ETH,Jan 27 2019,116.51
ETH,Jan 26 2019,116.37
ETH,Jan 25 2019,117.59
ETH,Jan 24 2019,117.46
ETH,Jan 23 2019,118.71
ETH,Jan 22 2019,117.11
ETH,Jan 21 2019,119.64
ETH,Jan 20 2019,124.63
ETH,Jan 19 2019,121.61
ETH,Jan 18 2019,123.65
ETH,Jan 17 2019,123.57
ETH,Jan 16 2019,121.81
ETH,Jan 15 2019,129.17
ETH,Jan 14 2019,116.98
ETH,Jan 13 2019,125.91
ETH,Jan 12 2019,127.53
ETH,Jan 11 2019,127.81
ETH,Jan 10 2019,150.84
ETH,Jan 09 2019,150.55
ETH,Jan 08 2019,151.97
ETH,Jan 07 2019,157.81
ETH,Jan 06 2019,155.80
ETH,Jan 05 2019,154.34
ETH,Jan 04 2019,148.91
ETH,Jan 03 2019,155.20
ETH,Jan 02 2019,141.52
ETH,Jan 01 2019,133.42
ETH,Dec 31 2018,140.03
ETH,Dec 30 2018,137.63
ETH,Dec 29 2018,138.47
ETH,Dec 28 2018,116.90
ETH,Dec 27 2018,131.92
ETH,Dec 26 2018,129.89
ETH,Dec 25 2018,141.00
ETH,Dec 24 2018,130.64
ETH,Dec 23 2018,117.27
ETH,Dec 22 2018,109.46
ETH,Dec 21 2018,115.84
ETH,Dec 20 2018,101.09
ETH,Dec 19 2018,101.68
ETH,Dec 18 2018,95.11
ETH,Dec 17 2018,85.38
ETH,Dec 16 2018,84.47
ETH,Dec 15 2018,84.28
ETH,Dec 14 2018,86.63
ETH,Dec 13 2018,90.66
ETH,Dec 12 2018,88.61
ETH,Dec 11 2018,91.58
ETH,Dec 10 2018,94.99
ETH,Dec 09 2018,92.04
ETH,Dec 08 2018,93.41
ETH,Dec 07 2018,91.65
ETH,Dec 06 2018,102.45
ETH,Dec 05 2018,110.34
ETH,Dec 04 2018,108.80
ETH,Dec 03 2018,116.38
ETH,Dec 02 2018,118.27
ETH,Dec 01 2018,113.40
ETH,Nov 30 2018,117.73
ETH,Nov 29 2018,122.72
ETH,Nov 28 2018,110.20
ETH,Nov 27 2018,107.91
ETH,Nov 26 2018,116.34
ETH,Nov 25 2018,113.13
ETH,Nov 24 2018,123.30
ETH,Nov 23 2018,126.42
ETH,Nov 22 2018,136.81
ETH,Nov 21 2018,131.14
ETH,Nov 20 2018,148.81
ETH,Nov 19 2018,177.18
ETH,Nov 18 2018,174.18
ETH,Nov 17 2018,175.36
ETH,Nov 16 2018,180.87
ETH,Nov 15 2018,181.90
ETH,Nov 14 2018,206.53
ETH,Nov 13 2018,210.15
ETH,Nov 12 2018,211.51
ETH,Nov 11 2018,212.48
ETH,Nov 10 2018,209.98
ETH,Nov 09 2018,211.99
ETH,Nov 08 2018,217.33
ETH,Nov 07 2018,218.90
ETH,Nov 06 2018,209.47
ETH,Nov 05 2018,207.10
ETH,Nov 04 2018,200.16
ETH,Nov 03 2018,200.74
ETH,Nov 02 2018,198.98
ETH,Nov 01 2018,197.54
ETH,Oct 31 2018,197.65
ETH,Oct 30 2018,197.20
ETH,Oct 29 2018,205.17
ETH,Oct 28 2018,204.51
ETH,Oct 27 2018,203.36
ETH,Oct 26 2018,202.34
ETH,Oct 25 2018,203.87
ETH,Oct 24 2018,204.13
ETH,Oct 23 2018,204.02
ETH,Oct 22 2018,205.17
ETH,Oct 21 2018,205.39
ETH,Oct 20 2018,203.52
ETH,Oct 19 2018,203.26
ETH,Oct 18 2018,207.40
ETH,Oct 17 2018,210.22
ETH,Oct 16 2018,209.63
ETH,Oct 15 2018,195.27
ETH,Oct 14 2018,199.69
ETH,Oct 13 2018,196.36
ETH,Oct 12 2018,188.71
ETH,Oct 11 2018,225.61
ETH,Oct 10 2018,227.62
ETH,Oct 09 2018,229.71
ETH,Oct 08 2018,226.51
ETH,Oct 07 2018,225.44
ETH,Oct 06 2018,227.55
ETH,Oct 05 2018,222.27
ETH,Oct 04 2018,220.45
ETH,Oct 03 2018,226.41
ETH,Oct 02 2018,231.10
ETH,Oct 01 2018,233.22
ETH,Sep 30 2018,231.33
ETH,Sep 29 2018,221.71
ETH,Sep 28 2018,229.04
ETH,Sep 27 2018,215.44
ETH,Sep 26 2018,218.65
ETH,Sep 25 2018,228.33
ETH,Sep 24 2018,244.84
ETH,Sep 23 2018,240.99
ETH,Sep 22 2018,247.34
ETH,Sep 21 2018,225.25
ETH,Sep 20 2018,210.29
ETH,Sep 19 2018,209.47
ETH,Sep 18 2018,197.10
ETH,Sep 17 2018,221.58
ETH,Sep 16 2018,222.80
ETH,Sep 15 2018,209.81
ETH,Sep 14 2018,212.67
ETH,Sep 13 2018,183.68
ETH,Sep 12 2018,185.42
ETH,Sep 11 2018,198.18
ETH,Sep 10 2018,197.85
ETH,Sep 09 2018,198.39
ETH,Sep 08 2018,217.91
ETH,Sep 07 2018,229.54
ETH,Sep 06 2018,231.65
ETH,Sep 05 2018,286.05
ETH,Sep 04 2018,289.30
ETH,Sep 03 2018,295.18
ETH,Sep 02 2018,295.45
ETH,Sep 01 2018,283.50
ETH,Aug 31 2018,284.12
ETH,Aug 30 2018,289.75
ETH,Aug 29 2018,296.16
ETH,Aug 28 2018,286.65
ETH,Aug 27 2018,275.35
ETH,Aug 26 2018,279.53
ETH,Aug 25 2018,283.28
ETH,Aug 24 2018,278.11
ETH,Aug 23 2018,271.75
ETH,Aug 22 2018,281.97
ETH,Aug 21 2018,273.33
ETH,Aug 20 2018,301.38
ETH,Aug 19 2018,295.67
ETH,Aug 18 2018,316.79
ETH,Aug 17 2018,287.68
ETH,Aug 16 2018,282.74
ETH,Aug 15 2018,280.39
ETH,Aug 14 2018,286.37
ETH,Aug 13 2018,320.21
ETH,Aug 12 2018,320.82
ETH,Aug 11 2018,334.26
ETH,Aug 10 2018,365.78
ETH,Aug 09 2018,356.97
ETH,Aug 08 2018,379.89
ETH,Aug 07 2018,406.80
ETH,Aug 06 2018,410.57
ETH,Aug 05 2018,407.35
ETH,Aug 04 2018,418.24
ETH,Aug 03 2018,412.57
ETH,Aug 02 2018,420.81
ETH,Aug 01 2018,433.87
ETH,Jul 31 2018,457.25
ETH,Jul 30 2018,466.83
ETH,Jul 29 2018,466.92
ETH,Jul 28 2018,469.68
ETH,Jul 27 2018,464.01
ETH,Jul 26 2018,472.33
ETH,Jul 25 2018,479.91
ETH,Jul 24 2018,451.14
ETH,Jul 23 2018,459.44
ETH,Jul 22 2018,462.44
ETH,Jul 21 2018,450.68
ETH,Jul 20 2018,469.31
ETH,Jul 19 2018,480.63
ETH,Jul 18 2018,500.84
ETH,Jul 17 2018,480.08
ETH,Jul 16 2018,450.42
ETH,Jul 15 2018,435.88
ETH,Jul 14 2018,434.51
ETH,Jul 13 2018,430.74
ETH,Jul 12 2018,446.50
ETH,Jul 11 2018,434.52
ETH,Jul 10 2018,476.16
ETH,Jul 09 2018,488.88
ETH,Jul 08 2018,492.07
ETH,Jul 07 2018,474.06
ETH,Jul 06 2018,474.36
ETH,Jul 05 2018,467.29
ETH,Jul 04 2018,464.15
ETH,Jul 03 2018,475.39
ETH,Jul 02 2018,453.82
ETH,Jul 01 2018,455.24
ETH,Jun 30 2018,436.21
ETH,Jun 29 2018,422.59
ETH,Jun 28 2018,442.29
ETH,Jun 27 2018,432.24
ETH,Jun 26 2018,460.73
ETH,Jun 25 2018,455.94
ETH,Jun 24 2018,474.77
ETH,Jun 23 2018,466.27
ETH,Jun 22 2018,527.19
ETH,Jun 21 2018,536.45
ETH,Jun 20 2018,538.51
ETH,Jun 19 2018,519.02
ETH,Jun 18 2018,499.38
ETH,Jun 17 2018,499.46
ETH,Jun 16 2018,490.41
ETH,Jun 15 2018,520.48
ETH,Jun 14 2018,478.38
ETH,Jun 13 2018,498.02
ETH,Jun 12 2018,532.71
ETH,Jun 11 2018,524.86
ETH,Jun 10 2018,594.34
ETH,Jun 09 2018,600.91
ETH,Jun 08 2018,605.44
ETH,Jun 07 2018,607.69
ETH,Jun 06 2018,610.26
ETH,Jun 05 2018,593.41
ETH,Jun 04 2018,619.44
ETH,Jun 03 2018,591.26
ETH,Jun 02 2018,580.43
ETH,Jun 01 2018,578.67
ETH,May 31 2018,558.50
ETH,May 30 2018,566.83
ETH,May 29 2018,516.15
ETH,May 28 2018,573.04
ETH,May 27 2018,588.52
ETH,May 26 2018,587.43
ETH,May 25 2018,602.14
ETH,May 24 2018,584.54
ETH,May 23 2018,646.67
ETH,May 22 2018,700.18
ETH,May 21 2018,717.19
ETH,May 20 2018,697.92
ETH,May 19 2018,695.07
ETH,May 18 2018,672.10
ETH,May 17 2018,708.72
ETH,May 16 2018,708.09
ETH,May 15 2018,731.14
ETH,May 14 2018,732.73
ETH,May 13 2018,687.17
ETH,May 12 2018,679.88
ETH,May 11 2018,727.01
ETH,May 10 2018,752.58
ETH,May 09 2018,752.90
ETH,May 08 2018,755.01
ETH,May 07 2018,793.34
ETH,May 06 2018,816.09
ETH,May 05 2018,784.58
ETH,May 04 2018,776.78
ETH,May 03 2018,686.59
ETH,May 02 2018,674.08
ETH,May 01 2018,670.46
ETH,Apr 30 2018,689.76
ETH,Apr 29 2018,683.91
ETH,Apr 28 2018,644.65
ETH,Apr 27 2018,662.11
ETH,Apr 26 2018,618.08
ETH,Apr 25 2018,707.06
ETH,Apr 24 2018,643.40
ETH,Apr 23 2018,621.20
ETH,Apr 22 2018,606.12
ETH,Apr 21 2018,616.00
ETH,Apr 20 2018,567.99
ETH,Apr 19 2018,524.04
ETH,Apr 18 2018,503.31
ETH,Apr 17 2018,511.14
ETH,Apr 16 2018,532.07
ETH,Apr 15 2018,502.88
ETH,Apr 14 2018,492.58
ETH,Apr 13 2018,493.16
ETH,Apr 12 2018,430.16
ETH,Apr 11 2018,415.02
ETH,Apr 10 2018,399.41
ETH,Apr 09 2018,400.86
ETH,Apr 08 2018,385.74
ETH,Apr 07 2018,370.38
ETH,Apr 06 2018,382.73
ETH,Apr 05 2018,379.95
ETH,Apr 04 2018,416.48
ETH,Apr 03 2018,387.31
ETH,Apr 02 2018,379.70
ETH,Apr 01 2018,397.25
ETH,Mar 31 2018,395.00
ETH,Mar 30 2018,385.90
ETH,Mar 29 2018,448.08
ETH,Mar 28 2018,450.29
ETH,Mar 27 2018,489.59
ETH,Mar 26 2018,524.29
ETH,Mar 25 2018,522.70
ETH,Mar 24 2018,542.57
ETH,Mar 23 2018,539.86
ETH,Mar 22 2018,562.10
ETH,Mar 21 2018,559.10
ETH,Mar 20 2018,556.72
ETH,Mar 19 2018,546.63
ETH,Mar 18 2018,551.64
ETH,Mar 17 2018,601.68
ETH,Mar 16 2018,611.78
ETH,Mar 15 2018,614.84
ETH,Mar 14 2018,691.22
ETH,Mar 13 2018,698.15
ETH,Mar 12 2018,724.41
ETH,Mar 11 2018,685.31
ETH,Mar 10 2018,730.16
ETH,Mar 09 2018,702.20
ETH,Mar 08 2018,752.57
ETH,Mar 07 2018,816.27
ETH,Mar 06 2018,853.82
ETH,Mar 05 2018,866.85
ETH,Mar 04 2018,856.19
ETH,Mar 03 2018,856.71
ETH,Mar 02 2018,871.76
ETH,Mar 01 2018,856.01
ETH,Feb 28 2018,877.93
ETH,Feb 27 2018,870.36
ETH,Feb 26 2018,845.28
ETH,Feb 25 2018,839.46
ETH,Feb 24 2018,861.59
ETH,Feb 23 2018,811.59
ETH,Feb 22 2018,849.26
ETH,Feb 21 2018,894.14
ETH,Feb 20 2018,943.57
ETH,Feb 19 2018,921.67
ETH,Feb 18 2018,973.35
ETH,Feb 17 2018,944.75
ETH,Feb 16 2018,934.79
ETH,Feb 15 2018,923.73
ETH,Feb 14 2018,844.28
ETH,Feb 13 2018,869.29
ETH,Feb 12 2018,817.51
ETH,Feb 11 2018,859.29
ETH,Feb 10 2018,882.47
ETH,Feb 09 2018,818.48
ETH,Feb 08 2018,755.84
ETH,Feb 07 2018,790.43
ETH,Feb 06 2018,707.74
ETH,Feb 05 2018,834.96
ETH,Feb 04 2018,964.67
ETH,Feb 03 2018,919.21
ETH,Feb 02 2018,1035.77
ETH,Feb 01 2018,1119.37
ETH,Jan 31 2018,1071.09
ETH,Jan 30 2018,1184.13
ETH,Jan 29 2018,1246.70
ETH,Jan 28 2018,1111.78
ETH,Jan 27 2018,1055.75
ETH,Jan 26 2018,1052.70
ETH,Jan 25 2018,1063.22
ETH,Jan 24 2018,987.48
ETH,Jan 23 2018,1004.17
ETH,Jan 22 2018,1055.35
ETH,Jan 21 2018,1155.68
ETH,Jan 20 2018,1044.95
ETH,Jan 19 2018,1028.82
ETH,Jan 18 2018,1016.44
ETH,Jan 17 2018,1061.34
ETH,Jan 16 2018,1292.63
ETH,Jan 15 2018,1365.21
ETH,Jan 14 2018,1397.48
ETH,Jan 13 2018,1270.47
ETH,Jan 12 2018,1158.29
ETH,Jan 11 2018,1268.09
ETH,Jan 10 2018,1300.34
ETH,Jan 09 2018,1146.00
ETH,Jan 08 2018,1158.26
ETH,Jan 07 2018,1043.01
ETH,Jan 06 2018,995.15
ETH,Jan 05 2018,975.75
ETH,Jan 04 2018,961.71
ETH,Jan 03 2018,886.00
ETH,Jan 02 2018,772.35
ETH,Jan 01 2018,755.76
ETH,Dec 31 2017,712.21
ETH,Dec 30 2017,753.82
ETH,Dec 29 2017,740.39
ETH,Dec 28 2017,762.21
ETH,Dec 27 2017,774.97
ETH,Dec 26 2017,763.37
ETH,Dec 25 2017,698.87
ETH,Dec 24 2017,721.77
ETH,Dec 23 2017,681.32
ETH,Dec 22 2017,822.64
ETH,Dec 21 2017,820.24
ETH,Dec 20 2017,827.52
ETH,Dec 19 2017,793.90
ETH,Dec 18 2017,721.73
ETH,Dec 17 2017,696.24
ETH,Dec 16 2017,686.19
ETH,Dec 15 2017,696.38
ETH,Dec 14 2017,700.59
ETH,Dec 13 2017,644.91
ETH,Dec 12 2017,522.29
ETH,Dec 11 2017,440.36
ETH,Dec 10 2017,472.79
ETH,Dec 09 2017,457.34
ETH,Dec 08 2017,434.99
ETH,Dec 07 2017,426.37
ETH,Dec 06 2017,462.60
ETH,Dec 05 2017,470.29
ETH,Dec 04 2017,466.05
ETH,Dec 03 2017,463.70
ETH,Dec 02 2017,466.85
ETH,Dec 01 2017,445.21
ETH,Nov 30 2017,431.21
ETH,Nov 29 2017,473.28
ETH,Nov 28 2017,480.52
ETH,Nov 27 2017,471.53
ETH,Nov 26 2017,465.97
ETH,Nov 25 2017,475.68
ETH,Nov 24 2017,412.50
ETH,Nov 23 2017,381.44
ETH,Nov 22 2017,360.31
ETH,Nov 21 2017,367.44
ETH,Nov 20 2017,354.09
ETH,Nov 19 2017,347.40
ETH,Nov 18 2017,331.98
ETH,Nov 17 2017,330.17
ETH,Nov 16 2017,333.44
ETH,Nov 15 2017,337.96
ETH,Nov 14 2017,316.76
ETH,Nov 13 2017,307.02
ETH,Nov 12 2017,314.69
ETH,Nov 11 2017,298.59
ETH,Nov 10 2017,320.67
ETH,Nov 09 2017,308.64
ETH,Nov 08 2017,294.27
ETH,Nov 07 2017,298.57
ETH,Nov 06 2017,296.43
ETH,Nov 05 2017,300.04
ETH,Nov 04 2017,305.48
ETH,Nov 03 2017,288.50
ETH,Nov 02 2017,290.73
ETH,Nov 01 2017,305.76
ETH,Oct 31 2017,307.38
ETH,Oct 30 2017,304.78
ETH,Oct 29 2017,296.38
ETH,Oct 28 2017,297.92
ETH,Oct 27 2017,296.51
ETH,Oct 26 2017,298.02
ETH,Oct 25 2017,298.44
ETH,Oct 24 2017,287.12
ETH,Oct 23 2017,295.10
ETH,Oct 22 2017,300.55
ETH,Oct 21 2017,303.57
ETH,Oct 20 2017,308.05
ETH,Oct 19 2017,314.54
ETH,Oct 18 2017,316.94
ETH,Oct 17 2017,333.48
ETH,Oct 16 2017,336.71
ETH,Oct 15 2017,339.53
ETH,Oct 14 2017,338.85
ETH,Oct 13 2017,304.08
ETH,Oct 12 2017,303.50
ETH,Oct 11 2017,301.18
ETH,Oct 10 2017,297.60
ETH,Oct 09 2017,308.67
ETH,Oct 08 2017,311.06
ETH,Oct 07 2017,308.89
ETH,Oct 06 2017,295.15
ETH,Oct 05 2017,292.77
ETH,Oct 04 2017,292.75
ETH,Oct 03 2017,297.48
ETH,Oct 02 2017,302.48
ETH,Oct 01 2017,301.55
ETH,Sep 30 2017,291.48
ETH,Sep 29 2017,299.12
ETH,Sep 28 2017,306.47
ETH,Sep 27 2017,287.02
ETH,Sep 26 2017,292.35
ETH,Sep 25 2017,282.22
ETH,Sep 24 2017,286.21
ETH,Sep 23 2017,264.60
ETH,Sep 22 2017,258.11
ETH,Sep 21 2017,283.26
ETH,Sep 20 2017,282.02
ETH,Sep 19 2017,293.66
ETH,Sep 18 2017,252.23
ETH,Sep 17 2017,245.85
ETH,Sep 16 2017,250.87
ETH,Sep 15 2017,215.22
ETH,Sep 14 2017,276.59
ETH,Sep 13 2017,291.12
ETH,Sep 12 2017,294.63
ETH,Sep 11 2017,289.74
ETH,Sep 10 2017,294.06
ETH,Sep 09 2017,296.17
ETH,Sep 08 2017,329.64
ETH,Sep 07 2017,333.52
ETH,Sep 06 2017,313.80
ETH,Sep 05 2017,297.57
ETH,Sep 04 2017,347.13
ETH,Sep 03 2017,350.23
ETH,Sep 02 2017,387.82
ETH,Sep 01 2017,383.47
ETH,Aug 31 2017,378.44
ETH,Aug 30 2017,369.47
ETH,Aug 29 2017,347.96
ETH,Aug 28 2017,350.04
ETH,Aug 27 2017,334.36
ETH,Aug 26 2017,331.99
ETH,Aug 25 2017,326.11
ETH,Aug 24 2017,317.45
ETH,Aug 23 2017,315.27
ETH,Aug 22 2017,321.05
ETH,Aug 21 2017,300.48
ETH,Aug 20 2017,296.64
ETH,Aug 19 2017,296.18
ETH,Aug 18 2017,301.70
ETH,Aug 17 2017,302.80
ETH,Aug 16 2017,289.82
ETH,Aug 15 2017,299.95
ETH,Aug 14 2017,298.03
ETH,Aug 13 2017,310.37
ETH,Aug 12 2017,308.71
ETH,Aug 11 2017,294.49
ETH,Aug 10 2017,296.96
ETH,Aug 09 2017,297.63
ETH,Aug 08 2017,269.10
ETH,Aug 07 2017,261.24
ETH,Aug 06 2017,256.42
ETH,Aug 05 2017,222.85
ETH,Aug 04 2017,225.31
ETH,Aug 03 2017,220.18
ETH,Aug 02 2017,227.01
ETH,Aug 01 2017,204.69
ETH,Jul 31 2017,197.40
ETH,Jul 30 2017,206.74
ETH,Jul 29 2017,193.34
ETH,Jul 28 2017,204.32
ETH,Jul 27 2017,204.86
ETH,Jul 26 2017,207.09
ETH,Jul 25 2017,224.37
ETH,Jul 24 2017,226.29
ETH,Jul 23 2017,229.12
ETH,Jul 22 2017,217.86
ETH,Jul 21 2017,226.06
ETH,Jul 20 2017,205.42
ETH,Jul 19 2017,234.94
ETH,Jul 18 2017,195.03
ETH,Jul 17 2017,159.99
ETH,Jul 16 2017,169.57
ETH,Jul 15 2017,199.71
ETH,Jul 14 2017,209.53
ETH,Jul 13 2017,231.81
ETH,Jul 12 2017,197.15
ETH,Jul 11 2017,211.52
ETH,Jul 10 2017,243.01
ETH,Jul 09 2017,251.82
ETH,Jul 08 2017,245.89
ETH,Jul 07 2017,270.35
ETH,Jul 06 2017,268.86
ETH,Jul 05 2017,273.10
ETH,Jul 04 2017,282.19
ETH,Jul 03 2017,288.41
ETH,Jul 02 2017,275.12
ETH,Jul 01 2017,293.35
ETH,Jun 30 2017,303.15
ETH,Jun 29 2017,328.37
ETH,Jun 28 2017,293.04
ETH,Jun 27 2017,272.69
ETH,Jun 26 2017,302.95
ETH,Jun 25 2017,323.47
ETH,Jun 24 2017,341.63
ETH,Jun 23 2017,336.48
ETH,Jun 22 2017,337.73
ETH,Jun 21 2017,359.54
ETH,Jun 20 2017,370.33
ETH,Jun 19 2017,371.86
ETH,Jun 18 2017,379.52
ETH,Jun 17 2017,369.88
ETH,Jun 16 2017,361.18
ETH,Jun 15 2017,358.51
ETH,Jun 14 2017,397.59
ETH,Jun 13 2017,395.69
ETH,Jun 12 2017,341.16
ETH,Jun 11 2017,338.79
ETH,Jun 10 2017,282.01
ETH,Jun 09 2017,261.75
ETH,Jun 08 2017,257.99
ETH,Jun 07 2017,264.26
ETH,Jun 06 2017,248.60
ETH,Jun 05 2017,245.26
ETH,Jun 04 2017,224.12
ETH,Jun 03 2017,223.46
ETH,Jun 02 2017,222.29
ETH,Jun 01 2017,230.89
ETH,May 31 2017,231.58
ETH,May 30 2017,195.61
ETH,May 29 2017,170.13
ETH,May 28 2017,158.82
ETH,May 27 2017,159.82
ETH,May 26 2017,175.22
ETH,May 25 2017,189.85
ETH,May 24 2017,182.65
ETH,May 23 2017,170.82
ETH,May 22 2017,158.17
ETH,May 21 2017,127.54
ETH,May 20 2017,129.22
ETH,May 19 2017,97.05
ETH,May 18 2017,89.84
ETH,May 17 2017,89.25
ETH,May 16 2017,92.39
ETH,May 15 2017,90.78
ETH,May 14 2017,90.87
ETH,May 13 2017,88.69
ETH,May 12 2017,89.43
ETH,May 11 2017,89.77
ETH,May 10 2017,91.15
ETH,May 09 2017,91.23
ETH,May 08 2017,93.75
ETH,May 07 2017,97.87
ETH,May 06 2017,94.91
ETH,May 05 2017,96.73
ETH,May 04 2017,79.72
ETH,May 03 2017,77.25
ETH,May 02 2017,76.65
ETH,May 01 2017,79.32
ETH,Apr 30 2017,68.54
ETH,Apr 29 2017,71.39
ETH,Apr 28 2017,62.23
ETH,Apr 27 2017,52.81
ETH,Apr 26 2017,49.91
ETH,Apr 25 2017,50.07
ETH,Apr 24 2017,48.87
ETH,Apr 23 2017,48.59
ETH,Apr 22 2017,48.18
ETH,Apr 21 2017,49.64
ETH,Apr 20 2017,48.13
ETH,Apr 19 2017,50.73
ETH,Apr 18 2017,48.32
ETH,Apr 17 2017,48.66
ETH,Apr 16 2017,49.04
ETH,Apr 15 2017,47.65
ETH,Apr 14 2017,49.97
ETH,Apr 13 2017,46.31
ETH,Apr 12 2017,43.46
ETH,Apr 11 2017,43.50
ETH,Apr 10 2017,43.28
ETH,Apr 09 2017,44.28
ETH,Apr 08 2017,41.80
ETH,Apr 07 2017,42.87
ETH,Apr 06 2017,45.22
ETH,Apr 05 2017,44.66
ETH,Apr 04 2017,43.92
ETH,Apr 03 2017,48.82
ETH,Apr 02 2017,50.74
ETH,Apr 01 2017,50.03
ETH,Mar 31 2017,51.75
ETH,Mar 30 2017,53.12
ETH,Mar 29 2017,50.57
ETH,Mar 28 2017,49.71
ETH,Mar 27 2017,51.31
ETH,Mar 26 2017,50.77
ETH,Mar 25 2017,53.58
ETH,Mar 24 2017,43.64
ETH,Mar 23 2017,42.57
ETH,Mar 22 2017,43.12
ETH,Mar 21 2017,43.51
ETH,Mar 20 2017,44.83
ETH,Mar 19 2017,35.53
ETH,Mar 18 2017,46.87
ETH,Mar 17 2017,45.93
ETH,Mar 16 2017,35.36
ETH,Mar 15 2017,28.65
ETH,Mar 14 2017,28.57
ETH,Mar 13 2017,23.50
ETH,Mar 12 2017,21.46
ETH,Mar 11 2017,19.37
ETH,Mar 10 2017,17.74
ETH,Mar 09 2017,16.64
ETH,Mar 08 2017,18.88
ETH,Mar 07 2017,19.58
ETH,Mar 06 2017,19.28
ETH,Mar 05 2017,18.50
ETH,Mar 04 2017,19.52
ETH,Mar 03 2017,19.04
ETH,Mar 02 2017,17.36
ETH,Mar 01 2017,15.85
ETH,Feb 28 2017,15.45
ETH,Feb 27 2017,14.51
ETH,Feb 26 2017,13.52
ETH,Feb 25 2017,13.06
ETH,Feb 24 2017,13.13
ETH,Feb 23 2017,12.60
ETH,Feb 22 2017,12.69
ETH,Feb 21 2017,12.34
ETH,Feb 20 2017,12.77
ETH,Feb 19 2017,12.82
ETH,Feb 18 2017,12.71
ETH,Feb 17 2017,12.90
ETH,Feb 16 2017,12.92
ETH,Feb 15 2017,13.04
ETH,Feb 14 2017,11.29
ETH,Feb 13 2017,11.38
ETH,Feb 12 2017,11.35
ETH,Feb 11 2017,11.29
ETH,Feb 10 2017,11.05
ETH,Feb 09 2017,11.44
ETH,Feb 08 2017,11.54
ETH,Feb 07 2017,11.43
ETH,Feb 06 2017,11.35
ETH,Feb 05 2017,11.44
ETH,Feb 04 2017,11.13
ETH,Feb 03 2017,10.81
ETH,Feb 02 2017,10.74
ETH,Feb 01 2017,10.74
ETH,Jan 31 2017,10.56
ETH,Jan 30 2017,10.49
ETH,Jan 29 2017,10.56
ETH,Jan 28 2017,10.54
ETH,Jan 27 2017,10.58
ETH,Jan 26 2017,10.57
ETH,Jan 25 2017,10.62
ETH,Jan 24 2017,10.73
ETH,Jan 23 2017,10.71
ETH,Jan 22 2017,10.91
ETH,Jan 21 2017,10.60
ETH,Jan 20 2017,10.39
ETH,Jan 19 2017,10.24
ETH,Jan 18 2017,10.30
ETH,Jan 17 2017,9.64
ETH,Jan 16 2017,9.88
ETH,Jan 15 2017,9.83
ETH,Jan 14 2017,9.79
ETH,Jan 13 2017,9.83
ETH,Jan 12 2017,9.72
ETH,Jan 11 2017,10.54
ETH,Jan 10 2017,10.37
ETH,Jan 09 2017,10.31
ETH,Jan 08 2017,9.87
ETH,Jan 07 2017,10.24
ETH,Jan 06 2017,10.29
ETH,Jan 05 2017,11.29
ETH,Jan 04 2017,9.71
ETH,Jan 03 2017,8.37
ETH,Jan 02 2017,8.17
ETH,Jan 01 2017,7.98
ETH,Dec 31 2016,8.15
ETH,Dec 30 2016,8.29
ETH,Dec 29 2016,7.54
ETH,Dec 28 2016,7.15
ETH,Dec 27 2016,7.28
ETH,Dec 26 2016,7.13
ETH,Dec 25 2016,7.26
ETH,Dec 24 2016,7.15
ETH,Dec 23 2016,7.58
ETH,Dec 22 2016,7.90
ETH,Dec 21 2016,7.66
ETH,Dec 20 2016,7.63
ETH,Dec 19 2016,7.87
ETH,Dec 18 2016,7.86
ETH,Dec 17 2016,7.86
ETH,Dec 16 2016,7.86
ETH,Dec 15 2016,8.24
ETH,Dec 14 2016,8.45
ETH,Dec 13 2016,8.52
ETH,Dec 12 2016,8.19
ETH,Dec 11 2016,8.13
ETH,Dec 10 2016,8.44
ETH,Dec 09 2016,8.17
ETH,Dec 08 2016,8.38
ETH,Dec 07 2016,7.89
ETH,Dec 06 2016,6.80
ETH,Dec 05 2016,7.41
ETH,Dec 04 2016,7.90
ETH,Dec 03 2016,7.77
ETH,Dec 02 2016,8.46
ETH,Dec 01 2016,8.60
ETH,Nov 30 2016,8.16
ETH,Nov 29 2016,8.73
ETH,Nov 28 2016,9.00
ETH,Nov 27 2016,9.31
ETH,Nov 26 2016,9.42
ETH,Nov 25 2016,9.23
ETH,Nov 24 2016,9.85
ETH,Nov 23 2016,9.92
